Id,CATEGORY,HOUSEHOLD_WEIGHT,KILOCALORIES,PROTEIN,CARBOHYDRATE,FIBER,TOTAL_FAT,SATURATED_FAT,CALCIUM,IRON,ZINC,SODIUM,VITAMIN_A,VITAMIN_C,VITAMIN_E,VITAMIN_K
586,MACADAMIA NUTS,132.4,717.3333333,7.83,13.34333333,8.200000127,75.97666667,11.985,75,2.996666667,1.293333333,91.33333333,0,.866666667,.56,0
587,MACARONI,114.0833333,258.5,11.1575,50.8225,3.00000006,1.070833333,.179083333,21.16666667,2.131666667,1.066666667,8.333333333,21.25,0,.070833333,.1
588,MACE,5.3,475,6.71,50.5,20.20000076,32.38,9.51,252,13.9,2.3,80,800,21,0,0
589,MACKEREL,146.435,182.3,21.91,0,0,9.829,2.6023,48.1,1.453,.761,568.4,280.9,1.22,.787,1.32
590,MALABAR SPINACH,44,23,2.98,2.71,2.099999905,.78,0,124,1.48,.3,55,1158,5.9,0,0
591,MALTED DRK MIX,150.125,242.875,5.995,46.17,1.562499998,4.04875,2.17575,385.125,4.5175,.66,218.25,3289.875,38.025,.0925,1.375
592,MAMMY-APPLE,846,51,.5,12.5,3,.5,.136,11,.7,.1,15,230,14,0,0
593,MANGO NECTAR,251,51,.11,13.12,.300000012,.06,.014,17,.36,.02,5,692,15.2,.21,.8
594,MANGOS,165,65,.51,17,1.799999952,.27,.066,10,.13,.04,2,765,27.7,1.12,4.2
595,MANGOSTEEN,196,73,.41,17.91,1.799999952,.58,0,12,.3,.21,7,35,2.9,0,0
596,MARASCHINO CHERRIES,5,165,.22,41.97,3.200000048,.21,.039,54,.43,.26,4,45,0,.05,1.5
597,MARGARINE,118.6727273,616.8636364,.455454545,.678181818,0,69.20318182,13.03577273,17.40909091,.021818182,.012727273,578.5909091,3281.590909,.113636364,9.676363636,81.11363636
598,MARGARINE SPRD,123.5,234,.15,2.6,0,25.285,5.46,6,.145,.065,613,1653.5,0,2.23,50.7
599,MARGARINE-BUTTER BLEND,227,714,.31,.77,0,80.32,14.198,10,.04,.03,633,3577,.1,3.88,86.5
600,MARGARINE-LIKE SHORTENING,14,628,0,0,0,71,22.869,0,0,0,864,0,0,.8,43
601,MARGARINE-LIKE SPRD,30.84615385,381.6923077,.401538462,2.857692308,0,41.21461538,8.513230769,12.53846154,.006153846,.038461538,721.6153846,4230.230769,.069230769,9.401538462,59.05384615
602,MARIE CALLENDER TKY W/GRY & DRSNG W/ MSHD POT,397,99,8.15,11.35,1,2.37,.63,24,.2,0,311,123,1.1,0,0
603,MARIE CALLENDER'S BF STROGANOFF & NOODLES,369,114,6.69,10.75,2,4.89,1.95,21,.56,0,365,557,0,0,0
604,MARIE CALLENDER'S CHICK POT PIE,284,235,6.83,19.18,1,14.59,4.1,16,1.45,0,353,749,0,0,0
605,MARJORAM,1.7,271,12.66,60.56,40.29999924,7.04,.529,1990,82.71,3.6,77,8068,51.4,1.69,621.7
606,MARMALADE,320,246,.3,66.3,.699999988,0,0,38,.15,.04,56,62,4.8,.06,0
607,MARTHA WHITE FOODS,34.5,397.5,6.115,71.495,2.200000048,9.695,2.885,92.5,3.935,.58,876,3.5,.1,0,0
608,MASHU ROOTS,0,135,5.8,22.6,0,2.4,0,0,0,0,0,16,11,0,0
609,MAYONNAISE,231.6666667,295.3333333,2.383333333,8.586666667,.366666675,28.09666667,3.613,17.66666667,.09,.17,538.6666667,14.33333333,0,5.086666667,34.26666667
610,MAYONNAISE DRSNG,239,688,0,.3,0,77.8,10.784,7,.23,.13,486,0,0,11.79,24.7
611,MCDONALD'S,156.7535366,239.902439,8.02402439,25.75829268,1.304878038,12.17731707,3.535646341,79.70731707,1.265121951,.738292683,466.4634146,374.1097561,10.12682927,.747804878,.037804878
612,MCKEE BAKING,57,548,8,55.2,0,32.8,6.29,0,0,0,223,0,2,0,0
613,MEAT DRIPPINGS (LARD,0,889,0,0,0,98.59,44.79,0,0,0,545,0,0,.59,0
614,MEATBALLS,144,197,21,8,4.599999905,9,1.425,25,2.16,1.8,550,0,0,1.73,0
615,MELON,0,21,.84,4.06,.300000012,.2,0,13,.21,.14,11,0,8.1,0,4.9
616,MELON BALLS,173,33,.84,7.94,.699999988,.25,.064,10,.29,.17,31,1774,6.2,0,0
617,MELONS,174.6666667,32.66666667,.83,7.943333333,.866666655,.143333333,.038,8.666666667,.24,.113333333,14.33333333,1144,25.5,.04,2.633333333
618,MILK,215.59625,126.15,9.15975,15.26975,.0925,3.16575,1.931725,304.625,.14875,1.07225,183.125,285.5,2.115,.04475,.17
619,MILK DSSRT,137,167,4.3,37.7,0,1,.597,154,.04,.47,97,62,.7,0,0
620,MILK SHAKES,28.35,115.5,3.455,19.45,.150000006,2.865,1.7835,139,.205,.435,103,79,0,.05,.2
621,MILK SUBSTITUTES,244,61,1.75,6.16,0,3.41,1.902,33,.39,1.18,78,0,0,.14,.4
622,MILKFISH,85,169,23.425,0,0,7.68,.83,58,.365,.935,82,104.5,0,0,0
623,MILLET,131.6666667,283.6666667,9.176666667,58.84,4.166666667,2.873333333,.521666667,6.333333333,2.15,1.39,4,1,0,.243333333,.866666667
624,MISSION FOODS,51,287,8.7,49.6,0,6,.695,191,1.99,0,488,0,0,0,0
625,MIXED NUTS,140.8,607,16.48,23.33,7.779999924,54.314,8.1394,92,3.15,4.4,201.8,13.4,.46,3.828,6.16
626,MIXED VEG & FRUIT JUC DRK,247.35,29,.04,7.47,0,.01,0,3,.04,.01,21,2083,32.5,1.63,.5
627,MONKFISH,85,86.5,16.52,0,0,1.735,.17,9,.365,.47,20.5,43,1,0,0
628,MOOSE,0,129,23.34,1.715,0,3.195,.11,6,5.025,4.435,67.5,48000,13.3,0,0
629,MOR-NU,84,37,6.3,1.1,0,.8,.133,36,.75,.33,85,0,0,0,0
630,MORI-NU,84,52.5,6.525,2.075,.075000001,2,.29475,34.25,.9575,.4975,50.5,0,0,0,0
631,MORNINGSTAR FARMS AMERICA'S ORIGINAL VEGGIE DOG,57,132,19.7,12.3,3.5,1.3,.2,23,1.5,1,1068,0,0,0,0
632,MORNINGSTAR FARMS ASIAN VEGGIE PATTIES,67,155,10.9,14.9,3,6.2,.8,51,1.5,0,725,1915,3,0,0
633,MORNINGSTAR FARMS BRKFST PATTIE MADE W/ ORG SOY,38,205,22.1,10.6,4.300000191,8.2,1.1,45,3.5,1.6,632,0,0,0,0
634,MORNINGSTAR FARMS CHEDDAR BURGER,64,222,19.7,16.1,5,10.4,2.8,239,2.4,0,716,102,22,0,0
635,MORNINGSTAR FARMS CHIK PATTIES ORIGINAL,71,197,11.8,22.9,3,7,.8,41,2.5,.5,835,26,0,0,0
636,MORNINGSTAR FARMS CHIK'N NUGGETS,86,218,14.19,20.79,2.299999952,8.72,1.19,37,2.82,.83,657,0,0,0,0
637,MORNINGSTAR FARMS GARDEN VEGGIE PATTIES,67,176,17.8,13.7,4.5,5.6,.8,59,2.2,1,525,373,1.1,0,0
638,MORNINGSTAR FARMS GRILLERS ORIGINAL,64,213,23.9,8.5,4.400000095,9.3,1.7,61,4.2,1.2,422,0,0,0,0
639,MORNINGSTAR FARMS GRILLERS PRIME,71,238,24,5.9,2.599999905,13.2,1.6,58,2.8,1.2,501,0,0,0,0
640,MORNINGSTAR FARMS GRILLERS RECIPE CRUMBLES,55,131,17.8,7.7,4.699999809,4.3,.5,32,4.6,1,427,0,0,0,0
641,MORNINGSTAR FARMS GRILLERS VEGAN,71,132,16.3,9.1,5.199999809,3.4,.5,37,2.9,.8,395,0,0,0,0
642,MORNINGSTAR FARMS ITALIAN HERB CHIK PATTIES,71,236,13.6,31.1,3.400000095,7,.8,50,3.8,0,682,47,0,0,0
643,MORNINGSTAR FARMS MEAL STARTERS CHIK'N STRIPS,85,164,26.8,6.7,1.399999976,3.9,.6,45,5.4,4.5,597,0,0,0,0
644,MORNINGSTAR FARMS MEAL STARTERS STEAK STRIPS,85,173,26.1,9,1.100000024,4.1,.6,47,8.3,4.5,623,0,0,0,0
645,MORNINGSTAR FARMS MEATFREE BUFFALO WINGS,85,230,14.5,23.3,3.700000048,9.4,1.2,51,3.2,0,774,127,.6,0,0
646,MORNINGSTAR FARMS MEATLESS CORN DOGS,71,228,11.38,31.67,4.199999809,6.17,1.05,13,1.84,.7,657,64,0,0,0
647,MORNINGSTAR FARMS MEATLESS MINI CORN DOGS,76,229,13.44,29.29,4.199999809,6.48,.71,20,1.74,.78,677,16,0,0,0
648,MORNINGSTAR FARMS MUSHROOM LOVER'S BURGER,64,169,11.6,11.8,1.200000048,8.8,1.3,0,1.1,0,346,0,0,0,0
649,MORNINGSTAR FARMS OKARA PATTIES MADE W/ ORG SOY,64,178,18.6,9.6,4.5,7.2,.8,38,2.4,1.3,475,0,0,0,0
650,MORNINGSTAR FARMS ORIGINAL CHIK'N TENDERS,81,233,14.7,25.2,3.599999905,8.1,1.1,52,3.2,0,714,30,0,0,0
651,MORNINGSTAR FARMS PHILLY CHEESESTEAK BURGER,64,186,14.6,10.52,3.099999905,9.48,2.3,60,1.78,1.09,600,0,12.1,0,0
652,MORNINGSTAR FARMS RSTD HERB CHIK'N W/ ORG SOY,64,167,18.9,13.6,2.700000048,4.1,.5,30,2.6,1.2,532,0,0,0,0
653,MORNINGSTAR FARMS SAUSAGE STYLE RECIPE CRUMBLES,55,164,17.8,13.7,2,4.2,.6,96,6.9,0,809,0,0,0,0
654,MORNINGSTAR FARMS SPICY BLACK BEAN BURGER,67,171,16.1,19.7,6.800000191,5.7,.8,103,2.2,1,520,100,1,0,0
655,MORNINGSTAR FARMS TOMATO & BASIL PIZZA BURGER,67,181,15.5,11.1,3.700000048,8.3,2.2,48,1.8,0,389,425,22,0,0
656,MORNINGSTAR FARMS VEGAN BURGER MADE W/ ORG SOY,71,138,18.9,10.7,5.699999809,2.2,.3,31,2.8,.5,644,0,0,0,0
657,MORNINGSTAR FARMS VEGGIE BACON STRIPS,16,346,12.4,14.3,5.099999905,26.6,4.2,42,3.6,.6,1463,0,0,0,0
658,MORNINGSTAR FARMS VEGGIE BITES BROCCOLI CHEDDAR,85,209,9.9,17.4,1.5,11.7,2.8,87,3.8,0,641,315,6.8,0,0
659,MORNINGSTAR FARMS VEGGIE BITES COUNTRY SCRAMBLE,85,216,13,19.8,2.400000095,9.4,2.2,80,3.5,0,640,170,7,0,0
660,MORNINGSTAR FARMS VEGGIE BITES EGGS FLORENTINE,85,206,11.7,20.1,2.200000048,8.7,2,114,3.3,.7,657,1195,1.3,0,0
661,MORNINGSTAR FARMS VEGGIE BITES SPINACH ARTICHOKE,85,221,11,18.8,2.099999905,11.9,3,107,3.3,0,670,1095,5,0,0
662,MORNINGSTAR FARMS VEGGIE CAKES GINGER TERIYAKI,68,163,8.2,27.9,2.700000048,2.3,.4,32,5.3,2.2,475,1790,5.3,0,0
663,MORNINGSTAR FARMS VEGGIE CAKES SOUTHWESTERN STYLE,68,197,9.5,30.8,3.200000048,4.6,1.7,83,5.3,1,500,172,3,0,0
664,MORNINGSTAR FARMS VEGGIE CORN DOGS W/ NAT INGR,71,231,11.6,30.9,2.299999952,6.8,1.1,13,2.4,.7,735,0,0,0,0
665,MORNINGSTAR FARMS VEGGIE MEDLEY W/ ORG SOY,67,178,15.9,15.8,2.700000048,5.7,.7,47,2.5,1.2,394,460,0,0,0
666,MORNINGSTAR FARMS VEGGIE SAUSAGE LINKS,45,159,19.2,6.8,4,6.1,.7,26,5.9,0,670,0,0,0,0
667,MORNINGSTAR FARMS VEGGIE SAUSAGE PATTIES,38,210,25.8,8.8,4.099999905,7.9,1.1,44,4.5,1.4,671,0,0,0,0
668,MORTADELLA,28.35,311,16.37,3.05,0,25.39,9.51,18,1.4,2.1,1246,0,0,.22,1.6
669,MOTHBEANS,183.3333333,192.3333333,12.85333333,34.48,0,.903333333,.204,52,5.71,1.033333333,95.33333333,17.33333333,2,0,0
670,MOTHER'S LOAF,28.35,282,12.07,7.53,0,22.3,7.95,43,1.32,1.43,1127,0,1,0,0
671,MOUNTAIN YAM,119.3333333,77,1.6,18.76666667,0,.086666667,.019333333,14,.433333333,.303333333,91,0,.866666667,0,0
672,MOUSE NUTS,0,92.5,5.6,16.2,0,.6,0,19.5,0,0,0,0,12,0,0
673,MUFFIN,71,255,4.23,50.05,4.199999809,4.22,1.549,35,2,1.27,315,39,.9,.39,5.7
674,MUFFINS,25.965,324.8571429,5.97,52.56714286,2.571428554,10.77428571,2.014214286,77,2.220714286,.727142857,514.5714286,150.0714286,.25,.487142857,9.171428571
675,MULBERRIES,140,43,1.44,9.8,1.700000048,.39,.027,39,1.85,.12,10,25,36.4,.87,7.8
676,MULLET,60.675,133.5,22.08,0,0,4.325,1.2735,36,1.215,.7,68,132,1.2,.5,.05
677,MUNG BNS,155.2857143,96.71428571,7.042857143,17.89142857,5.257142715,.354285714,.102142857,33.71428571,1.95,.944285714,75.14285714,34.28571429,8.4,.15,13.25714286
678,MUNGO BNS,189,183.6666667,13.43,31.89,10.36666648,.913333333,.063333333,81.33333333,3.69,1.67,96,28.33333333,.666666667,.1,1.8
679,MUSH,0,54,.66,11.74,1.100000024,.49,.074,96,2.92,.76,8,0,0,0,0
680,MUSHROOM,148,43,3.31,6.47,2.299999952,.41,.02,3,1.33,.77,18,48,0,0,0
681,MUSHROOMS,98.705,51.75,3.15875,10.84375,2.725000002,.39875,.0525625,6.0625,.80375,1.25125,85.6875,0,.8875,.009375,0
682,MUSSEL,117.5,129,17.85,5.54,0,3.36,.6375,29.5,5.335,2.135,327.5,232,10.8,.275,.05
683,MUSTARD,5,67,4.37,5.33,3.299999952,4.01,.248,58,1.51,.64,1135,71,1.5,.36,1.8
684,MUSTARD GREENS,56,26,2.7,4.9,3.299999952,.2,.01,103,1.46,.2,25,10500,70,2.01,497.3
685,MUSTARD GRNS,157.6,17.6,2.31,2.766,2.579999971,.25,.0128,93.2,.986,.17,116.6,6390.6,20.7,1.024,253.84
686,MUSTARD SEED,11.2,469,24.94,34.94,14.69999981,28.76,1.46,521,9.98,5.7,5,62,3,2.89,5.4
687,MUSTARD SPINACH,170,18,1.866666667,3.166666667,2.266666651,.233333333,.005,175.3333333,1.033333333,.13,95,8766.666667,86.66666667,0,0
688,Macaroni and Cheese,244,82,3.38,11.52,.5,2.46,.881,35,.9,.45,421,65,0,.05,.2
689,McDONALD'S,105,252,12.36,30.69,1.299999952,9.29,2.938,121,2.64,1.87,507,55,.6,0,0
690,Mutton,0,234,33.43,.08,0,11.09,5.142,10,4.76,5.93,135,0,0,.8,0
691,NABISCO,17.258,442,5.5,69.458,2.280000019,16.58,3.3454,65.6,3.61,.904,493.4,2.8,.02,.698,10
692,NALLEY CHILI CON CARNE W/BNS,425,109,15.6,4.6,5,3.1,1.08,0,1.78,0,477,0,0,0,0
693,NECTARINES,142.68,44,1.06,10.55,1.700000048,.32,.025,6,.28,.17,0,332,5.4,.77,2.2
694,NESTLE,252,164.3333333,8.1,10.83333333,1.866666675,10.16666667,4.179,22.66666667,1.356666667,2.1,568.6666667,450,0,0,0
695,NEW ENGLAND BRAND SAUSAGE,23,161,17.27,4.83,0,7.58,2.56,7,.94,2.7,1220,0,0,0,0
696,NEW ZEALAND SPINACH,138.6666667,12.66666667,1.366666667,2.276666667,0,.18,.028666667,51.33333333,.706666667,.333333333,193.3333333,3881.333333,20.66666667,0,0
697,NOODLES,103.192,277,7.986,48.732,1.946666702,5.841333333,.948866667,21.93333333,1.934666667,.922666667,276.4,41.8,0,.374,7.253333333
698,NOPALES,117.5,15.5,1.335,3.305,2.100000024,.07,.011,164,.545,.23,20.5,450,7.3,0,5.2
699,NUTMEG,7,525,5.84,49.29,20.79999924,36.31,25.94,184,3.04,2.15,16,102,3,0,0
700,NUTS,150.3575,550,12.46,29.4725,4.050000001,46.215,9.21975,41.25,3.8875,4.4775,117.25,8,.45,4.665,24.125
701,No Category,88.51924242,250.8686869,11.20373737,24.70540404,3.687878819,12.96959596,3.795656566,129.989899,3.740050505,1.539545455,681,833.979798,6.934343434,1.283181818,7.962626263
702,OAT BRAN,156.5,143,10.255,38.83,8.999999763,3.945,.7455,34,3.145,1.82,2.5,0,0,.505,1.6
703,OAT FLR,0,404,14.66,65.7,6.5,9.12,1.607,55,4,3.2,19,0,0,.7,3.2
704,OCEAN PERCH,39.175,107.5,21.25,0,0,1.86,.2785,122,1.05,.545,85.5,43,.8,.625,.05
705,OCTOPUS,85,123,22.365,3.3,0,1.56,.34,79.5,7.42,2.52,345,225,6.5,1.2,.1
706,OHELOBERRIES,140,28,.38,6.84,0,.22,0,7,.09,0,1,830,6,0,0
707,OIL,38.59790323,883.5645161,.013225806,.333709677,0,99.62274194,29.80104839,.177419355,.037258065,.006451613,1.758064516,181.1774194,0,15.95225806,21.94516129
708,OKRA,175.6666667,26.83333333,1.931666667,5.696666667,2.666666667,.228333333,.0565,84.66666667,.545,.538333333,83.33333333,328.1666667,15.08333333,.311666667,46.33333333
709,OLD EL PASO CHILI W/BNS,425,109,7.7,9.5,4.300000191,4.5,.904,0,1.18,0,258,0,0,0,0
710,OLIVE LOAF,28.35,235,11.8,9.2,0,16.5,5.85,109,.54,1.38,1484,200,0,.25,3.4
711,OLIVES,6.476666667,113.6666667,.946666667,5.236666667,3,10.95666667,1.451,78,2.37,.16,1108.666667,380.6666667,.8,2.37,1.4
712,ONION RINGS,251,332.5,4.245,34.345,1.549999952,20.4,6.5595,38.5,1.31,.39,310.5,112.5,3,0,0
713,ONIONS,136.900625,57.5625,1.59625,11.994375,2.087499984,.81625,.0244375,43.6875,.599375,.31125,76.8125,389.25,13.8625,.114375,25.175
714,OOPAH (TUNICATE),0,67,11.7,0,0,2.2,0,53,20.7,0,0,0,0,0,0
715,ORANGE BRKFST DRK,140.8,48,0,12,.150000002,0,0,52,.045,.035,28,217.5,18.5,.04,0
716,ORANGE DRK,178.1066667,82.33333333,.173333333,20.88666667,.033333334,.023333333,.001666667,174,.126666667,.06,13,11.66666667,100.7,.043333333,.033333333
717,ORANGE JUC,254.8333333,63.83333333,1.025,15.045,.283333339,.181666667,.020166667,45.33333333,.176666667,.065,1.833333333,160.5,52.56666667,.185,.1
718,ORANGE JUICE,248,45,.7,10.4,.200000003,.2,.024,11,.2,.05,1,200,50,.04,.1
719,ORANGE PEEL,6,97,1.5,25,10.60000038,.2,.024,161,.8,.25,3,420,136,.25,0
720,ORANGE&APRICOT JUC DRK,250,51,.3,12.7,.100000001,.1,.01,5,.1,.04,2,183,20,.11,.1
721,ORANGE-FLAVOR DRK,103.048,174.6,.746,50.52,.899999992,.128,.02,396.8,.086,.02,27.4,4451.2,594.52,.078,.06
722,ORANGE-GRAPEFRUIT JUC,247,43,.6,10.28,.100000001,.1,.011,8,.46,.07,3,119,29.1,.14,.1
723,ORANGES,176,50.8,.978,12.644,2.800000048,.216,.0254,47.2,.242,.08,.6,235.4,55.36,.102,0
724,ORIENTAL MIX,28.35,506,17.31,51.62,13.19999981,25.58,3.785,54,2.44,2.66,413,0,.3,5.6,2.4
725,OSCAR MAYER,39.15,236.95,13.76875,3.29125,.015,18.7265,6.9237,33.225,2.17925,1.97125,1163.7,1414.5,.5175,0,0
726,OSTRICH,44.28,135.9444444,24.55333333,0,0,3.451666667,1.163,5.722222222,3.613888889,4.172222222,77.22222222,0,0,.216666667,.383333333
727,OWL,0,136,22.7,0,0,5,0,16,4.8,0,0,350,0,0,0
728,OYSTER,101.1111111,102.7777778,9.533333333,6.635555556,0,3.876666667,1.038888889,45.66666667,7.165555556,73.00333333,229.4444444,191.8888889,6.011111111,.283333333,.033333333
729,PALM HEARTS,0,115,2.7,25.61,1.5,.2,.046,18,1.69,3.73,14,68,8,.5,0
730,PANCAKES,61.73083333,274.9166667,8.281666667,48.78583333,2.091666669,5.1525,1.109083333,237.6666667,2.875833333,.965833333,785.9166667,163,.383333333,.104166667,.925
731,"PAPA JOHN'S 14"" CHS PIZZA",102.335,277.5,11.91,29.5,2.099999964,12.455,5.0365,202,1.24,1.245,553,341.5,0,1.46,6.55
732,"PAPA JOHN'S 14"" PEPPERONI PIZZA",122.99,275,11.97,30.04,1.200000048,11.86,4.908,152,1.98,1.34,671,294,0,1.1,6.1
733,"PAPA JOHN'S 14"" THE WORKS PIZZA",153.49,240,10.27,26.69,2.5,10.21,3.765,99,1.5,.98,570,172,0,1.06,5.6
734,PAPAYA NECTAR,250,57,.17,14.51,.600000024,.15,.047,10,.34,.15,5,361,3,.24,.8
735,PAPAYAS,140,39,.61,9.81,1.799999952,.14,.043,24,.1,.07,3,1094,61.8,.73,2.6
736,PARMESAN CHS TOPPING,0,370,40,40,0,5,3.11,800,5,3,1150,151,0,.04,.4
737,PARSLEY,20.29333333,194.3333333,18.89666667,33.45666667,22.13333344,3.473333333,.082333333,594,52.65333333,3.976666667,299.6666667,27282.66667,134.6666667,2.553333333,999.8333333
738,PARSNIPS,96.33333333,72.33333333,1.28,17.33666667,4.166666667,.3,.05,36.66666667,.583333333,.37,88.66666667,0,14.33333333,1.163333333,8.166666667
739,PASSION-FRUIT,236,97,2.2,23.38,10.39999962,.7,.059,12,1.6,.1,28,1272,30,.02,.7
740,PASSION-FRUIT JUC,247,55.5,.53,14.025,.200000003,.115,.0095,4,.3,.055,6,830,24,.01,.4
741,PASTA,91.125,196.875,6.565,39.53125,1.975000024,1.49,.26475,12.875,1.54625,.88,28.125,87,0,0,0
742,PASTA W/MEATBALLS IN TOMATO SAU,0,103,4.32,12.29,2.700000048,4.08,1.59,11,.93,.73,418,198,3,.77,1.8
743,PASTA W/SLICED FRANKS IN TOMATO SAU,252,104,3.7,11.9,.899999976,4.6,1.47,18,.91,.52,482,132,3.8,.74,1.6
744,PASTRAMI,227,133,16.3,1.79,.100000001,6.21,1.699,11,4.2,2.16,981,24,8.1,.22,0
745,PATE,13,327.3333333,13.01666667,4.24,0,28.31333333,9.34,50,6.73,1.97,593.3333333,2452.333333,4,.326666667,0
746,PATE DE FOIE GRAS,13,462,11.4,4.67,0,43.84,14.45,70,5.5,.92,697,3333,2,0,0
747,PATIO BF & BEAN BURRITO,142,207,6.52,30.15,3.5,6.75,2.44,21,2.34,0,509,0,0,0,0
748,PEACH NECTAR,249,54,.27,13.92,.600000024,.02,.002,5,.19,.08,7,258,16.05,.145,.5
749,PEACHES,228.6553333,99.73333333,1.204,25.844,1.819999981,.243333333,.024866667,9.266666667,1.154666667,.198,4.8,536.2666667,10.27333333,.318666667,2.44
750,PEANUT BUTTER,167.25,586.25,24.9975,22.0225,6.387499929,48.355,8.567125,42.5,5.68,5.81,313.5,976.75,0,16.88375,.5625
751,PEANUT BUTTER W/ OMEGA-3,16.25,608,24.47,17,6.099999905,54.17,9.691,45,1.67,3.08,356,0,0,10.34,0
752,PEANUT FLOUR,60,377.5,43,32.985,15.80000019,11.225,1.5515,135,3.42,5.545,90.5,0,0,.025,0
753,PEANUT SPRD,31,650,24.8,14.23,7.800000191,54.89,10.22,72,2.84,3.51,447,0,0,8.06,.6
754,PEANUTS,131.09,562,25.28733333,18.33866667,8.646666495,47.74,6.9416,76.06666667,2.214,3.661333333,240.2,0,.053333333,3.171333333,0
755,PEAR NECTAR,250,60,.11,15.76,.600000024,.01,.001,5,.26,.07,4,1,14.05,.025,.9
756,PEARS,225.67,88.08333333,.514166667,23.19833333,3.225000024,.1875,.010333333,9.916666667,.491666667,.120833333,3.416666667,10.16666667,2.616666667,.064166667,3.4
757,PEAS,130.9969565,84.30434783,5.795217391,15.19652174,4.73043477,.390434783,.064913043,30.82608696,1.737391304,.834347826,111.7826087,860.6956522,17.58695652,.139130435,17.54782609
758,PEAS&CARROTS,227.2,45,2.784,9.67,2.979999971,.37,.0672,23.8,.894,.516,143,8229.8,8.12,.284,10.14
759,PEAS&ONIONS,137.25,52.75,3.085,9.835,2.550000012,.275,.04925,17,1.0725,.41,203.25,701.75,7.7,.01,6.05
760,PECANS,69.175,712.5,9.35,13.28,9.44999981,74.75,6.7605,69.5,2.635,4.77,194.5,122,.7,1.915,0
761,PECTIN,25,168,.15,46.25,5.350000143,.15,.025,3.5,1.355,.235,100,1.5,0,0,0
762,PEPEAO,24,298,4.82,81.03,0,.44,0,113,6.14,7.52,70,0,1.4,0,0
763,PEPPER,44.13333333,201.5,8.103333333,42.25166667,18.10000034,5.29,.9655,156,10.53666667,1.16,24.16666667,10604,41.33333333,5.321666667,44.21666667
764,PEPPERIDGE FARM APPL TURNOVERS,89,319,4.2,35.1,1.799999952,18,4.53,0,1.37,0,198,0,0,0,0
765,PEPPERIDGE FARM CLASSIC STYLE CROUTONS,7,465,13.6,61.1,0,18.5,3.72,0,0,0,1390,0,0,0,0
766,PEPPERIDGE FARM CRUSTY ITALIAN BREAD,50,372,8.3,41.6,0,19.2,4.822,0,2.37,0,400,0,0,0,0
767,PEPPERMINT,3.2,70,3.75,14.89,8,.94,.246,243,5.08,1.11,31,4248,31.8,0,0
768,PEPPERONI,2.04,494,22.68,0,0,43.98,14.86,22,1.62,2.5,1653,0,.7,0,5.8
769,PEPPERS,93.22068966,72.89655172,2.9,13.54172414,4.49655167,2.019310345,.195206897,25.79310345,1.82862069,.38,302.1034483,6452.965517,211.6827586,1.006551724,17.23103448
770,PERCH,53,104,22.125,0,0,1.05,.211,91,1.03,1.27,70.5,31,1.7,.1,.05
771,PERSIMMONS,75.66666667,157,.92,41.84,6.033333302,.393333333,.006666667,20,1.13,.176666667,1.333333333,798,24.5,.243333333,.866666667
772,PHEASANT,221,165.6,25.048,0,0,6.516,2.0034,14.6,1.26,1.092,39.6,174.8,5.12,.054,.98
773,PICKLE RELISH,91.66666667,116.6666667,.833333333,30.96333333,1.933333357,.49,.05,4,1.086666667,.153333333,999.3333333,550.6666667,1.433333333,.193333333,27.93333333
774,PICKLE&PIMIENTO LOAF,38,225,11.23,8.46,1.5,15.95,5.287,109,1.33,1.68,1304,260,7.8,.4,5.1
775,PICKLES,153,55.14285714,.618571429,13.25142857,1.185714313,.328571429,.067571429,19.85714286,.562857143,.102857143,445.8571429,400.5714286,1.8,.188571429,54.92857143
776,PICNIC LOAF,28.35,232,14.92,4.76,0,16.64,6.07,47,1.02,2.18,1164,0,0,0,0
777,PIE,32.01607143,275.75,3.188214286,37.19214286,1.142857128,13.37285714,3.692,38.17857143,.951428571,.363214286,265.3214286,578.2857143,1.492857143,.416071429,3.682142857
778,PIE CRUST,179.8323529,492.7647059,5.208235294,53.68411765,1.747058818,28.80235294,7.389764706,25.70588235,2.254705882,.565882353,519,220.7647059,.005882353,1.085294118,13.15294118
779,PIE FILLINGS,429,112.25,.425,27.615,1.349999994,.1325,.0045,13.25,.415,.065,22.25,114.75,2.2,.0675,1.1
780,PIGEON PEAS (RED GM),180.3333333,195,11.74,36.42666667,9.466666539,.75,.165333333,72,2.483333333,1.52,87.66666667,11.33333333,0,0,0
781,PIGEONPEAS,153.3333333,119.3333333,6.373333333,20.95333333,5.833333174,1.453333333,.192666667,41.33333333,1.58,.893333333,83.33333333,55.66666667,31.73333333,.343333333,21.2
782,PIKE,159,103.25,21.9075,0,0,1.0875,.20925,95.25,1.0575,.735,51,75.5,1.9,.05,.025
783,PILINUTS-CANARYTREE,120,719,10.8,3.98,0,79.55,31.184,145,3.53,2.97,3,41,.6,0,0
784,PILLSBURY,45.6,345.6,5.372,56.548,1.3,10.896,2.9146,0,2.408,0,567.4,0,0,0,0
785,PILLSBURY GOLDEN LAYER BTTRMLK BISCUIT,34,307,5.88,41.18,1.200000048,13.24,2.941,0,2.12,0,1059,0,0,0,0
786,PILLSBURY GRANDS,61,317,6.9,41.38,1.200000048,13.79,5.172,34,2.48,0,1034,0,0,0,0
787,PIMENTO,192,23,1.1,5.1,1.899999976,.3,.045,6,1.68,.19,14,2655,84.9,.69,8.3
